"lang"
{
	"Language"	"schinese"
		"DOTA_Tooltip_modifier_thdots_yumemi02_think_interval"	"可能性空间船"
		"DOTA_Tooltip_modifier_thdots_yumemi02_think_interval_Description"	"高速冲向目标，魔法值用完才停下"
		"DOTA_Tooltip_modifier_yumemi_03_slow"	"教授分裂减速"
		"DOTA_Tooltip_modifier_yumemi_03_slow_Description"	"移动速度大幅降低"
		"DOTA_Tooltip_modifier_yumemi04_action"	"「四次元核弹」准备中"
		"DOTA_Tooltip_modifier_yumemi04_action_Description"	"蓄积核弹中，无法打断。"
		"DOTA_Tooltip_modifier_thdots_crino01_slowdown"	"寒冷"
		"DOTA_Tooltip_modifier_thdots_crino01_slowdown_Description"	"受到的冰霜效果，降低移动速度和攻击速度。"
		"DOTA_Tooltip_modifier_cirno02_bonus_action"	"碎冰「Ice Crusher」"
		"DOTA_Tooltip_modifier_cirno02_bonus_action_Description"	"打破冰面，令冰面上敌人晕眩并受伤。"
		"DOTA_Tooltip_modifier_thdots_crino03_slowdown"	"急冻"
		"DOTA_Tooltip_modifier_thdots_crino03_slowdown_Description"	"大幅降低移动速度"
		"DOTA_Tooltip_modifier_cirno04_bonus_action"	"摔倒"
		"DOTA_Tooltip_modifier_cirno04_bonus_action_Description"	"摔倒在冰面上，自身晕眩，\n同时打破冰面晕眩并伤害冰面上的敌人。"
		"DOTA_Tooltip_modifier_thdots_crino04_icon"	"笨蛋高速旋转中"
		"DOTA_Tooltip_modifier_thdots_crino04_icon_Description"	"旋转中技能免疫。"
		"DOTA_Tooltip_modifier_thdots_crino04_slowdown"	"雪符「Diamond Blizzard」减速"
		"DOTA_Tooltip_modifier_thdots_crino04_slowdown_Description"	"暴风雪中逐渐降低移动速度"
		"DOTA_Tooltip_modifier_thdots_crino04_freeze"	"雪符「Diamond Blizzard」冻结"
		"DOTA_Tooltip_modifier_thdots_crino04_freeze_Description"	"冻结中无敌"
		"DOTA_Tooltip_Cirno_wanbaochui_debuff"	"降智攻击"
		"DOTA_Tooltip_Cirno_wanbaochui_debuff_Description"	"每次被攻击降低9点智力"
		
		"DOTA_Tooltip_aura_thdots_yasakaEx_activex"	"「风神之神德」"
		"DOTA_Tooltip_aura_thdots_yasakaEx_activex_Description"	"在神奈子附近的友军，0.75秒增加0.77点护甲和2.5点攻速\n最高可叠加10层效果。\n战场状态中最多为20层。"
		"DOTA_Tooltip_modifier_thdots_yasakaEx_buff"	"「风神之神德」祝福"
		"DOTA_Tooltip_modifier_thdots_yasakaEx_buff_Description"	"每层0.75秒增加7点护甲和2.5点攻速\n最高可叠加10层效果。"
		"DOTA_Tooltip_modifier_thdots_yasaka01_debuff_knockback"	"御柱击飞"
		"DOTA_Tooltip_modifier_thdots_yasaka01_debuff_knockback_Description"	"被御柱击飞，砸到墙上则会晕眩。"
		"DOTA_Tooltip_modifier_thdots_yasaka02_icon"	"环面结界传送"
		"DOTA_Tooltip_modifier_thdots_yasaka02_icon_Description"	"被结界强制位移传送。"
		"DOTA_Tooltip_modifier_thdots_yasaka02_debuff_inside"	"大和环面"
		"DOTA_Tooltip_modifier_thdots_yasaka02_debuff_inside_Description"	"环面结界内的单位会持续受到伤害。"
		"DOTA_Tooltip_modifier_thdots_yasaka03_buff"	"「神灵之谷」——吉"
		"DOTA_Tooltip_modifier_thdots_yasaka03_buff_Description"	"被治疗后获得护甲及魔抗加成。"
		"DOTA_Tooltip_modifier_thdots_yasaka03_debuff"	"「神灵之谷」——凶"
		"DOTA_Tooltip_modifier_thdots_yasaka03_debuff_Description"	"护甲及魔抗减少。"
		"DOTA_Tooltip_modifier_thdots_yasaka04_buff"	"神圣庄严的古战场"
		"DOTA_Tooltip_modifier_thdots_yasaka04_buff_Description"	"无法移动，伤害减免，\n攻击力、攻击距离增加，\n生命值、魔法值百分比回复。"
		"DOTA_Tooltip_modifier_thdots_yasaka04_regen"	"风神之威严"
		"DOTA_Tooltip_modifier_thdots_yasaka04_regen_Description"	"在战场之中「风神之神德」最高可以叠加20层效果。"
		"DOTA_Tooltip_modifier_thdots_yasaka41_icon"	"奇祭「目处梃子乱舞」"
		"DOTA_Tooltip_modifier_thdots_yasaka41_icon_Description"	"周围降落大量御柱，使砸到的敌人晕眩。"
		"DOTA_Tooltip_modifier_thdots_yasaka42_debuff"	"「神明的威光」"
		"DOTA_Tooltip_modifier_thdots_yasaka42_debuff_Description"	"减速且攻击有概率丢失。"
		"DOTA_Tooltip_modifier_thdots_yasaka43_regen"	"天龙「雨之源泉」"
		"DOTA_Tooltip_modifier_thdots_yasaka43_regen_Description"	"沐浴在细雨之中，持续受到治疗。"
		"DOTA_Tooltip_modifier_thdots_satori02"		"心理崩溃"
		"DOTA_Tooltip_modifier_thdots_satori02_Description"	"减少速度并持续受到伤害。"
		"DOTA_Tooltip_modifier_thdots_satori04_bonus_damage"	"变得更脆弱。"
		"DOTA_Tooltip_modifier_thdots_satori04_bonus_damage_Description"	"弱点被看破。"

		// ******************** ITEM MODIFIERS ********************
		"DOTA_Tooltip_modifier_item_watermelon_debuff"	"削铁如泥"
		"DOTA_Tooltip_modifier_item_watermelon_debuff_Description"	"你的护甲减少3点，变得脆弱如泥。"
		"DOTA_Tooltip_modifier_item_cirno_claymore_debuff"	"削铁如泥改"
		"DOTA_Tooltip_modifier_item_cirno_claymore_debuff_Description"	"你的护甲减少9点，比沙子更脆弱。"
		"DOTA_Tooltip_modifier_item_teeth_berserk_buff"	"狂暴"
		"DOTA_Tooltip_modifier_item_teeth_berserk_buff_Description"	"攻击速度提升100\n移动速度提升30%%"
		"DOTA_Tooltip_modifier_item_teeth_berserk_debuff"	"狂暴"
		"DOTA_Tooltip_modifier_item_teeth_berserk_debuff_Description"	"无法使用技能。"
		"DOTA_Tooltip_modifier_item_horse_king_open"	"彗星冲刺"
		"DOTA_Tooltip_modifier_item_horse_king_open_Description"	"攻击速度提升20\n移动速度提升55"
		"DOTA_Tooltip_modifier_item_ghost_balloon_shield"	"幽灵护甲"
		"DOTA_Tooltip_modifier_item_ghost_balloon_shield_Description"	"幽灵护体，提升5点护甲"
		"DOTA_Tooltip_modifier_item_ghost_balloon_shield_debuff"	"幽灵缠身"
		"DOTA_Tooltip_modifier_item_ghost_balloon_shield_debuff_Description"	"令人充满寒意的幽灵缠上了你\n速度降低20并且移动速度减少20%%"
		"DOTA_Tooltip_modifier_item_fox_mask_foxwalk"	"巫女的狐狸舞步"
		"DOTA_Tooltip_modifier_item_fox_mask_foxwalk_Description"	"移动速度提升15%%并允许你穿越其他单位。"
		"DOTA_Tooltip_modifier_item_frozen_frog_cold_debuff"	"完美冻结"
		"DOTA_Tooltip_modifier_item_frozen_frog_cold_debuff_Description"	"你的身体受到霜冻影响，\n移动速度减少30%%，\n攻击速度降低20。治疗效果减少40%%"
		"DOTA_Tooltip_modifier_item_loneliness_regen_health"	"鬼神之力"
		"DOTA_Tooltip_modifier_item_loneliness_regen_health_Description"	"你的生命值恢复速度得到了极大的提高。"
		"DOTA_Tooltip_modifier_item_bagua_regen_mana"		"八卦炉能量"
		"DOTA_Tooltip_modifier_item_bagua_regen_mana_Description"	"你的法力值恢复速度得到了极大的提高。"
		"DOTA_Tooltip_aura_item_phoenix_wing_burn"	"灼烧"
		"DOTA_Tooltip_aura_item_phoenix_wing_burn_Description"	"火凤凰之翼会使半径600范围内的敌军烧起来。"
		"DOTA_Tooltip_modifier_item_phoenix_wing_burn"	"灼烧伤害"
		"DOTA_Tooltip_modifier_item_phoenix_wing_burn_Description"	"每秒受到（35+自身生命最大值*%burn_damage_per_sec_health_percent%%%）点火凤凰之翼的魔法伤害。"
		"DOTA_Tooltip_aura_item_darkred_umbrella_blood_fog"	"红雾异变"
		"DOTA_Tooltip_aura_item_darkred_umbrella_blood_fog_Description"	"周围900范围内的友军都能享受红雾的增益效果。"
		"DOTA_Tooltip_modifier_item_darkred_umbrella_blood_fog"	"红雾光环"
		"DOTA_Tooltip_modifier_item_darkred_umbrella_blood_fog_Description"	"腥甜的红雾使你的攻击力和攻速提升20点，护甲提升5点。"
		"DOTA_Tooltip_modifier_item_nuclear_stick_cooldown_reduction"	"原子速融"
		"DOTA_Tooltip_modifier_item_nuclear_stick_cooldown_reduction_Description"	"减少25%%的技能冷却时间。"
		"DOTA_Tooltip_aura_item_good_lunchbox_charge"	"收集御币能量"
		"DOTA_Tooltip_aura_item_good_lunchbox_charge_Description"	"当半径1500范围内看到敌方少女释放技能，少女会自动收集一份能量。"
		"DOTA_Tooltip_aura_item_better_lunchbox_charge"	"收集御币能量"
		"DOTA_Tooltip_aura_item_better_lunchbox_charge_Description"	"当半径1500范围内看到敌方少女释放技能，少女会自动收集一份能量。"
		"DOTA_Tooltip_aura_item_best_lunchbox_charge"	"收集御币能量"
		"DOTA_Tooltip_aura_item_best_lunchbox_charge_Description"	"当半径1500范围内看到敌方少女释放技能，少女会自动收集一份能量。"
		"DOTA_Tooltip_aura_item_hakurei_ticket_health_regen"	"思兼的智慧"
		"DOTA_Tooltip_aura_item_hakurei_ticket_health_regen_Description"	"半径600范围内的友军将加入宴会。"
		"DOTA_Tooltip_modifier_item_hakurei_ticket_health_regen"	"思兼生命智慧"
		"DOTA_Tooltip_modifier_item_hakurei_ticket_health_regen_Description"	"生命恢复速率提升3点。"
		"DOTA_Tooltip_modifier_item_hakurei_ticket_feast_buff"	"思兼生命智慧"
		"DOTA_Tooltip_modifier_item_hakurei_ticket_feast_buff_Description"	"恢复生命值后增加护甲"
		"DOTA_Tooltip_modifier_item_yatagarasu_radiate_regen_mana"	"元素源泉之力"
		"DOTA_Tooltip_modifier_item_yatagarasu_radiate_regen_mana_Description"	"快速恢复180点魔法值"
		"DOTA_Tooltip_modifier_item_doctor_doll_aid_decline_health_delay"	"是药三分毒"
		"DOTA_Tooltip_modifier_item_doctor_doll_aid_decline_health_delay_Description"	"速效药往往会带来极大的副作用。"
		"DOTA_Tooltip_modifier_item_doctor_doll_aid_decline_health"	"副作用"
		"DOTA_Tooltip_modifier_item_doctor_doll_aid_decline_health_Description"	"你正在持续失去生命值，但不会致死。"
		"DOTA_Tooltip_modifier_item_dummy_doll_invisible"	"替身攻击"
		"DOTA_Tooltip_modifier_item_dummy_doll_invisible_Description"	"你的替身吸引了敌人的注意力，使你暂时隐形。"
		"DOTA_Tooltip_modifier_item_bone_flute_play_buff"	"美妙笛声"
		"DOTA_Tooltip_modifier_item_bone_flute_play_buff_Description"	"移动速度增加55%%。"
		"DOTA_Tooltip_modifier_item_jiao_shou_play_debuff"	"厄运缠身"
		"DOTA_Tooltip_modifier_item_jiao_shou_play_debuff_Description"	"你被厄运缠身了，移动速度减少了40%。"
		"DOTA_Tooltip_modifier_item_card_good_man_slowdown"	"对不起，你是个好人"
		"DOTA_Tooltip_modifier_item_card_good_man_slowdown_Description"	"攻击速度降低30，移动速度降低30%%。"
		"DOTA_Tooltip_modifier_item_card_bad_man_speedup"	"你是大坏蛋！"
		"DOTA_Tooltip_modifier_item_card_bad_man_speedup_Description"	"移动速度增加30%"
		"DOTA_Tooltip_modifier_item_jinkela_buff"	"金坷垃"
		"DOTA_Tooltip_modifier_item_jinkela_buff_Description"	"掺了金坷垃，能吸收两米下的氮磷钾!"
		"DOTA_Tooltip_modifier_item_green_dam_barrier"	"真澄之镜"
		"DOTA_Tooltip_modifier_item_green_dam_barrier_Description"	"绿坝将保护你不受到魔法伤害，让你健康成长。"
		"DOTA_Tooltip_modifier_item_tsundere_invulnerable"	"最讨厌你了！"
		"DOTA_Tooltip_modifier_item_tsundere_invulnerable_Description"	"进入软硬不吃的傲娇状态，暂时无敌。"
		"DOTA_Tooltip_aura_item_god_lunchbox_charge"	"退魔"
		"DOTA_Tooltip_aura_item_god_lunchbox_charge_Description"	"当半径1500范围内看到其他少女释放技能，少女会自动收集一份能量。"
		"DOTA_Tooltip_modifier_item_dragon_star_buff"	"龙行天下"
		"DOTA_Tooltip_modifier_item_dragon_star_buff_Description"	"使负面效果的持续时间变成极短。"
		"DOTA_Tooltip_modifier_item_present_box_give_gold"	"收礼"
		"DOTA_Tooltip_modifier_item_present_box_give_gold_Description"	"每隔10秒获得6点金钱。"
		"DOTA_Tooltip_modifier_item_pocket_watch_pause"	"时间停止"
		"DOTA_Tooltip_modifier_item_pocket_watch_pause_Description"	"你的时间被停止了，暂时无法行动。"
		"DOTA_Tooltip_modifier_item_tentacle_root"	"少女的大敌"
		"DOTA_Tooltip_modifier_item_tentacle_root_Description"	"你被触手缠住了，暂时无法行动。"
		"DOTA_Tooltip_modifier_item_mr_yang_decline_intellect"	"电击治疗"
		"DOTA_Tooltip_modifier_item_mr_yang_decline_intellect_Description"	"降低50点智力并减速。"
		"DOTA_Tooltip_modifier_item_three_dimension_debuff"	"次元突破"
		"DOTA_Tooltip_modifier_item_three_dimension_debuff_Description"	"不在同一次元，无法攻击或者被攻击\n你受到的魔法伤害增加44%%，你的移动速度下降35%%。"
		"DOTA_Tooltip_modifier_item_ghost_spoon"	"幽灵木勺"
		"DOTA_Tooltip_modifier_item_ghost_spoon_Description"	"幽灵状态，无法攻击或者被攻击\n你受到的魔法伤害增加44%%，你的移动速度下降35%%。"		
		"DOTA_Tooltip_modifier_item_peach_speedup_buff"	"蟠桃之力"
		"DOTA_Tooltip_modifier_item_peach_speedup_buff_Description"	"每受到一定伤害增加攻击速度加成的层数。"
		"DOTA_Tooltip_modifier_item_yuri_buff"	"土蜘蛛之丝"
		"DOTA_Tooltip_modifier_item_yuri_buff_Description"	"你缠绕上了目标，目标移动时你会被拖着走。"
		"DOTA_Tooltip_modifier_item_anchor_crit_chance_icon"	"船钩暴击"
		"DOTA_Tooltip_modifier_item_anchor_crit_chance_icon_Description"	"每次收到伤害都增加的暴击概率。"
		"DOTA_Tooltip_modifier_item_yukkuri_stick_debuff"	"馒馒来"
		"DOTA_Tooltip_modifier_item_yukkuri_stick_debuff_Description"	"你变成了一只无害的油库里。不能攻击或施法。"
		"DOTA_Tooltip_modifier_item_inaba_illusion_weapon_buff_melee"	"近战型幻觉兵器"
		"DOTA_Tooltip_modifier_item_inaba_illusion_weapon_buff_melee_Description"	"你的近战攻击将会分裂。"
		"DOTA_Tooltip_modifier_item_inaba_illusion_weapon_buff_ranged"	"远程型幻觉兵器"
		"DOTA_Tooltip_modifier_item_inaba_illusion_weapon_buff_ranged_Description"	"你的远程攻击会同时攻击多个目标。"
		"DOTA_Tooltip_modifier_item_inaba_illusion_weapon_buff_cannon"	"炮火型幻觉兵器"
		"DOTA_Tooltip_modifier_item_inaba_illusion_weapon_buff_cannon_Description"	"你的远程攻击会覆盖式打击目标所在区域。"
		// --------------------
		// Abilities
		// --------------------
		"DOTA_Tooltip_ability_ability_collection_power"	"点数搜集"
		"DOTA_Tooltip_ability_ability_collection_power_Description"	"搜集附近1500码范围内的点数。"
		// --------------------
		// ReiMu
		// --------------------
		"DOTA_Tooltip_ability_ability_dota2x_reimu01"	"宝符「阴阳宝玉」"
		"DOTA_Tooltip_ability_ability_dota2x_reimu01_Description"	"丢出一枚阴阳玉，在目标位置弹弹碾碾，每次落地都会对范围内敌人造成伤害和%stun_duration%秒晕眩，每次弹跳降低百分之%damage_follow_percentage%%%的伤害。"
		"DOTA_Tooltip_ability_ability_dota2x_reimu01_first_damage"	"初次伤害:"
		"DOTA_Tooltip_ability_ability_dota2x_reimu01_stun_duration"	"晕眩时间:"
		"DOTA_Tooltip_ability_ability_dota2x_reimu01_radius"	"伤害范围："
		"DOTA_Tooltip_ability_ability_dota2x_reimu01_range"	"施法距离："
		"DOTA_Tooltip_ability_ability_dota2x_reimu01_Lore"	"可在境界上反弹的奇异之玉"
		"DOTA_Tooltip_ability_ability_dota2x_reimu02"	"灵符「梦想封印」"
		"DOTA_Tooltip_ability_ability_dota2x_reimu02_Description"	"瞬间连射数个具有追尾性能的五彩灵弹，能在周围650的范围内随机寻找目标追击。\n灵弹数量：3/4/5/6\n每个灵弹伤害：70/80/90/100"
		"DOTA_Tooltip_ability_ability_dota2x_reimu02_Lore"	"梦想系基础的最终形态之一。以大量带有追尾性能的弹幕来封杀敌人。"
		"DOTA_Tooltip_ability_ability_dota2x_reimu03"	"梦符「二重结界」"
		"DOTA_Tooltip_ability_ability_dota2x_reimu03_Description"	"为一个目标罩上二重结界。如果这个目标是友方单位，则结界将以防御结界的形式来帮助其抵挡一切物理伤害。如果这个目标是敌方单位，则结界将会以封魔结界的形式来封锁其施法能力。\n灵梦的技能对附带[二重结界]的目标伤害类型变成纯粹伤害。"
		"DOTA_Tooltip_ability_ability_dota2x_reimu03_ability_duration"	"持续时间："
		"DOTA_Tooltip_ability_ability_dota2x_reimu03_range"	"施法距离："
		"DOTA_Tooltip_ability_ability_dota2x_reimu03_scepter_slowdown"	"万宝槌对敌减速："
		"DOTA_Tooltip_ability_ability_dota2x_reimu03_aghanim_description" "对敌降低%scepter_slowdown%%%移动速度，对友方驱散异常状态。"
		"DOTA_Tooltip_ability_ability_dota2x_reimu03_Lore"	"据说结界似乎就是事物的境界线的样子，而其变成二重的意思据灵梦说就和没有境界的世界一样了。好像是如果能发现潜藏于各处的空间的缝隙的话，就能张开二重结界了。"
		"DOTA_Tooltip_ability_ability_dota2x_reimu04"	"神技「八方鬼缚阵」"
		"DOTA_Tooltip_ability_ability_dota2x_reimu04_Description"	"这是灵梦最强的符卡之一。张开一个大型结界让周围友方单位处于魔法免疫的状态并对进入结界的敌方单位每0.4秒进行一次灵击。（造成短暂晕眩和伤害）\n每次灵击晕眩时间：0.1"
		"DOTA_Tooltip_ability_ability_dota2x_reimu04_ability_duration"	"持续时间："
		"DOTA_Tooltip_ability_ability_dota2x_reimu04_Lore"	"灵梦用不可思议的力量夺取对手身体自由的符卡,可以束缚鬼，也能束缚住人。"
		// --------------------
		// Marisa
		// --------------------
		"DOTA_Tooltip_ability_ability_thdots_marisa01"	"彗星「炽热之星」"
		"DOTA_Tooltip_ability_ability_thdots_marisa01_Description"	"魔理沙化为彗星，急速冲向目标位置，并对路径上的敌人造成法术伤害。\n最远距离：300/400/500/600"
		"DOTA_Tooltip_ability_ability_thdots_marisa01_move_speed"	"移动速度："
		"DOTA_Tooltip_ability_ability_thdots_marisa01_damage_radius"	"伤害范围："
		"DOTA_Tooltip_ability_ability_thdots_marisa01_move_duration"	"移动耗时："
		"DOTA_Tooltip_ability_ability_thdots_marisa01_Lore"	"魔理沙化身巨大的极尽华丽的彗星进行高速突入攻击。"
		"DOTA_Tooltip_ability_ability_thdots_marisa02"	"魔符「星尘狂欢」"
		"DOTA_Tooltip_ability_ability_thdots_marisa02_Description"	"向前方120°扇形范围喷射大量星状烟花，造成法术伤害。460码内有额外百分之100的伤害。\n施法距离：300"
		"DOTA_Tooltip_ability_ability_thdots_marisa02_damage_duration"	"持续时间："
		"DOTA_Tooltip_ability_ability_thdots_marisa02_damage_radius"	"伤害范围："
		"DOTA_Tooltip_ability_ability_thdots_marisa02_Lore"	"依靠漂浮在周围的星星碎片的符卡。"
		"DOTA_Tooltip_ability_ability_thdots_marisa03"	"天仪「天球仪中的太阳系」"
		"DOTA_Tooltip_ability_ability_thdots_marisa03_Description"	"放出4个环绕自身的光球，能够自动攻击附近目标，持续8秒。"
		"DOTA_Tooltip_ability_ability_thdots_marisa03_ability_duration"	"持续时间："
		"DOTA_Tooltip_ability_ability_thdots_marisa03_Lore"	"魔理沙引以为傲的弹幕"
		"DOTA_Tooltip_ability_ability_thdots_marisa04"	"魔炮「Master Spark」"
		"DOTA_Tooltip_ability_ability_thdots_marisa04_Description"	"使用随身携带的迷你八卦炉发射强大的魔炮，将目标区域的人打的不能自理，造成严重伤害。中间区域敌人受到2倍伤害。"
		"DOTA_Tooltip_ability_ability_thdots_marisa04_aghanim_description"	"根据当前蓝量百分比获得技能增强，每1%%蓝量获得%wanbaochui_amplify%%%技能增强。"
